m,TagName,
"2016-11-01 00:00:00","java","15674"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6099"
"2016-11-01 00:00:00","php","11979"
"2016-11-01 00:00:00","r","3565"
"2016-11-01 00:00:00","go","477"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13859"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19821"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10699"
"2016-12-01 00:00:00","php","11496"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13069"
"2016-12-01 00:00:00","c++","5240"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5658"
"2017-01-01 00:00:00","java","14590"
"2017-01-01 00:00:00","c#","11700"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21425"
"2017-01-01 00:00:00","c","2764"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12648"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14304"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14798"
"2017-02-01 00:00:00","java","14593"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21204"
"2017-02-01 00:00:00","c","2729"
"2017-02-01 00:00:00","c#","11502"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5177"
"2017-02-01 00:00:00","php","12528"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6232"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12996"
"2017-03-01 00:00:00","java","17336"
"2017-03-01 00:00:00","python","17148"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23730"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14095"
"2017-04-01 00:00:00","c#","11101"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5888"
"2017-04-01 00:00:00","python","15659"
"2017-04-01 00:00:00","javascript","21265"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12453"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15948"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16355"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13061"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2747"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","11999"
"2017-05-01 00:00:00","python","16204"
"2017-05-01 00:00:00","javascript","22411"
"2017-05-01 00:00:00","c++","5309"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4103"
"2017-06-01 00:00:00","javascript","21606"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2356"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11314"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4698"
"2017-06-01 00:00:00","python","16047"
"2017-06-01 00:00:00","java","14632"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11784"
"2017-07-01 00:00:00","c#","11211"
"2017-07-01 00:00:00","javascript","21631"
"2017-07-01 00:00:00","python","16940"
"2017-07-01 00:00:00","c","2053"
"2017-07-01 00:00:00","java","14165"
"2017-07-01 00:00:00","php","11803"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13770"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10959"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16477"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4803"
"2017-08-01 00:00:00","javascript","21369"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4191"
"2017-08-01 00:00:00","r","4576"
"2017-08-01 00:00:00","php","11677"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9881"
"2017-09-01 00:00:00","c","2103"
"2017-09-01 00:00:00","python","15467"
"2017-09-01 00:00:00","java","12773"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4481"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19004"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10718"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19894"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10244"
"2017-10-01 00:00:00","php","10859"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16970"
"2017-10-01 00:00:00","java","14030"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5227"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3905"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14200"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10627"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9813"
"2017-11-01 00:00:00","python","17011"
"2017-11-01 00:00:00","javascript","19428"
"2017-11-01 00:00:00","c++","5044"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8622"
"2017-12-01 00:00:00","java","11997"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17003"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9164"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14961"
"2017-12-01 00:00:00","r","3718"
"2018-01-01 00:00:00","python","16260"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12363"
"2018-01-01 00:00:00","javascript","18946"
"2018-01-01 00:00:00","c#","9396"
"2018-01-01 00:00:00","c","2221"
"2018-01-01 00:00:00","c++","4764"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3759"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10149"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4202"
"2018-02-01 00:00:00","java","12054"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8594"
"2018-02-01 00:00:00","c","2150"
"2018-02-01 00:00:00","python","16351"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4577"
"2018-02-01 00:00:00","javascript","17239"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9162"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19177"
"2018-03-01 00:00:00","c#","9810"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17921"
"2018-03-01 00:00:00","c++","5197"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13593"
"2018-03-01 00:00:00","php","9870"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13519"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9259"
"2018-04-01 00:00:00","javascript","17977"
"2018-04-01 00:00:00","php","8955"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","17001"
"2018-04-01 00:00:00","r","4738"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9945"
"2018-05-01 00:00:00","c++","4700"
"2018-05-01 00:00:00","python","17594"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18093"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13494"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1035"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9494"
"2018-05-01 00:00:00","r","4735"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8802"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4111"
"2018-06-01 00:00:00","java","11817"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17202"
"2018-06-01 00:00:00","r","4498"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8463"
"2018-06-01 00:00:00","python","16836"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11780"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9424"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17954"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17828"
"2018-07-01 00:00:00","php","8582"
"2018-07-01 00:00:00","c++","3921"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9533"
"2018-08-01 00:00:00","python","17832"
"2018-08-01 00:00:00","c","1695"
"2018-08-01 00:00:00","java","11383"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17933"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8553"
"2018-08-01 00:00:00","r","4130"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8419"
"2018-09-01 00:00:00","c++","3776"
"2018-09-01 00:00:00","python","16106"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7748"
"2018-09-01 00:00:00","java","10838"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3797"
"2018-09-01 00:00:00","swift","3151"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12628"
"2018-10-01 00:00:00","php","8282"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9387"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4353"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17531"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18271"
"2018-11-01 00:00:00","javascript","16292"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18158"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8540"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11856"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","837"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7204"
"2018-12-01 00:00:00","javascript","14391"
"2018-12-01 00:00:00","java","10584"
"2018-12-01 00:00:00","c#","7615"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6323"
"2018-12-01 00:00:00","python","15877"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2798"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3435"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11163"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8835"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17114"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16120"
"2019-01-01 00:00:00","php","7300"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2930"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8432"
"2019-02-01 00:00:00","python","17686"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11123"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3786"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15818"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7418"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12209"
"2019-03-01 00:00:00","c++","4495"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17483"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9043"
"2019-03-01 00:00:00","php","7906"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20070"
"2019-03-01 00:00:00","r","4548"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16308"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9197"
"2019-04-01 00:00:00","php","7346"
"2019-04-01 00:00:00","c++","4441"
"2019-04-01 00:00:00","c","2463"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11299"
"2019-04-01 00:00:00","swift","3110"
"2019-04-01 00:00:00","python","19969"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4643"
"2019-05-01 00:00:00","c#","9110"
"2019-05-01 00:00:00","assembly","247"
"2019-05-01 00:00:00","c","2138"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16261"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11244"
"2019-05-01 00:00:00","go","679"
"2019-05-01 00:00:00","c++","4184"
"2019-05-01 00:00:00","php","7105"
"2019-05-01 00:00:00","r","4345"
"2019-05-01 00:00:00","python","19050"
"2019-05-01 00:00:00","swift","3135"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9697"
"2019-06-01 00:00:00","javascript","14874"
"2019-06-01 00:00:00","c#","7649"
"2019-06-01 00:00:00","go","533"
"2019-06-01 00:00:00","assembly","202"
"2019-06-01 00:00:00","php","6070"
"2019-06-01 00:00:00","c++","3673"
"2019-06-01 00:00:00","c","1744"
"2019-06-01 00:00:00","python","17321"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3107"
"2019-06-01 00:00:00","r","3971"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4269"
"2019-07-01 00:00:00","c","1762"
"2019-07-01 00:00:00","c#","8456"
"2019-07-01 00:00:00","java","10861"
"2019-07-01 00:00:00","python","19810"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16181"
"2019-07-01 00:00:00","r","4218"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","638"
"2019-07-01 00:00:00","swift","3054"
"2019-07-01 00:00:00","php","6690"
"2019-08-01 00:00:00","c#","7728"
"2019-08-01 00:00:00","c","1558"
"2019-08-01 00:00:00","c++","3302"
"2019-08-01 00:00:00","python","18097"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15256"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5835"
"2019-08-01 00:00:00","java","9122"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2558"
"2019-08-01 00:00:00","r","3956"
"2019-09-01 00:00:00","java","9701"
"2019-09-01 00:00:00","c","2013"
"2019-09-01 00:00:00","c#","7860"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14901"
"2019-09-01 00:00:00","c++","3786"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5593"
"2019-09-01 00:00:00","go","624"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16920"
"2019-09-01 00:00:00","r","3950"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2564"
"2019-10-01 00:00:00","c#","8430"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4848"
"2019-10-01 00:00:00","python","20501"
"2019-10-01 00:00:00","javascript","16012"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2489"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11252"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6109"
"2019-10-01 00:00:00","swift","3117"
"2019-10-01 00:00:00","r","4393"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2521"
"2019-11-01 00:00:00","c#","8043"
"2019-11-01 00:00:00","c++","4745"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10352"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15779"
"2019-11-01 00:00:00","php","6123"
"2019-11-01 00:00:00","r","4293"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20664"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2899"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9073"
"2019-12-01 00:00:00","c#","7230"
"2019-12-01 00:00:00","go","620"
"2019-12-01 00:00:00","python","18181"
"2019-12-01 00:00:00","c","2162"
"2019-12-01 00:00:00","c++","4221"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14338"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3747"
"2019-12-01 00:00:00","php","5260"
"2020-01-01 00:00:00","assembly","231"
"2020-01-01 00:00:00","c#","7835"
"2020-01-01 00:00:00","c","2057"
"2020-01-01 00:00:00","python","20075"
"2020-01-01 00:00:00","java","10018"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4252"
"2020-01-01 00:00:00","r","4156"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","767"
"2020-01-01 00:00:00","javascript","16071"
"2020-01-01 00:00:00","swift","2912"
"2020-01-01 00:00:00","php","5925"
"2020-02-01 00:00:00","c#","7745"
"2020-02-01 00:00:00","c","1997"
"2020-02-01 00:00:00","c++","4114"
"2020-02-01 00:00:00","python","20136"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15804"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5716"
"2020-02-01 00:00:00","java","10104"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2770"
"2020-02-01 00:00:00","r","4698"
"2020-03-01 00:00:00","java","11131"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2500"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7827"
"2020-03-01 00:00:00","python","22826"
"2020-03-01 00:00:00","c++","4673"
"2020-03-01 00:00:00","assembly","297"
"2020-03-01 00:00:00","javascript","17633"
"2020-03-01 00:00:00","perl","201"
"2020-03-01 00:00:00","r","5133"
"2020-03-01 00:00:00","php","5722"
"2020-03-01 00:00:00","swift","2931"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12698"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6250"
"2020-04-01 00:00:00","c#","8635"
"2020-04-01 00:00:00","c","3264"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20998"
"2020-04-01 00:00:00","go","805"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6707"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27785"
"2020-04-01 00:00:00","swift","3466"
"2020-04-01 00:00:00","r","6180"
"2020-05-01 00:00:00","java","12622"
"2020-05-01 00:00:00","c#","8860"
"2020-05-01 00:00:00","assembly","361"
"2020-05-01 00:00:00","delphi","202"
"2020-05-01 00:00:00","c","3435"
"2020-05-01 00:00:00","javascript","22305"
"2020-05-01 00:00:00","go","778"
"2020-05-01 00:00:00","c++","6596"
"2020-05-01 00:00:00","php","6857"
"2020-05-01 00:00:00","python","30551"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","718"
"2020-05-01 00:00:00","r","6206"
"2020-05-01 00:00:00","swift","3629"
"2020-06-01 00:00:00","delphi","207"
"2020-06-01 00:00:00","java","11990"
"2020-06-01 00:00:00","c++","5882"
"2020-06-01 00:00:00","c","2670"
"2020-06-01 00:00:00","php","6593"
"2020-06-01 00:00:00","assembly","340"
"2020-06-01 00:00:00","c#","8486"
"2020-06-01 00:00:00","go","741"
"2020-06-01 00:00:00","javascript","21707"
"2020-06-01 00:00:00","perl","200"
"2020-06-01 00:00:00","python","29592"
"2020-06-01 00:00:00","r","5886"
"2020-06-01 00:00:00","ruby","642"
"2020-06-01 00:00:00","swift","3462"
"2020-07-01 00:00:00","delphi","208"
"2020-07-01 00:00:00","java","12280"
"2020-07-01 00:00:00","javascript","23057"
"2020-07-01 00:00:00","c++","5560"
"2020-07-01 00:00:00","c#","8782"
"2020-07-01 00:00:00","assembly","282"
"2020-07-01 00:00:00","c","2219"
"2020-07-01 00:00:00","python","30248"
"2020-07-01 00:00:00","php","6851"
"2020-07-01 00:00:00","r","5600"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","755"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3444"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20626"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10959"
"2020-08-01 00:00:00","assembly","271"
"2020-08-01 00:00:00","c#","7970"
"2020-08-01 00:00:00","r","5077"
"2020-08-01 00:00:00","c","2014"
"2020-08-01 00:00:00","python","26297"
"2020-08-01 00:00:00","php","5781"
"2020-08-01 00:00:00","c++","5086"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3117"
"2020-09-01 00:00:00","java","10727"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2279"
"2020-09-01 00:00:00","c#","7263"
"2020-09-01 00:00:00","javascript","19487"
"2020-09-01 00:00:00","assembly","306"
"2020-09-01 00:00:00","c++","4231"
"2020-09-01 00:00:00","go","812"
"2020-09-01 00:00:00","r","5389"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","571"
"2020-09-01 00:00:00","python","25047"
"2020-09-01 00:00:00","swift","3010"
"2020-09-01 00:00:00","php","5632"
"2020-10-01 00:00:00","c#","6995"
"2020-10-01 00:00:00","c++","4716"
"2020-10-01 00:00:00","python","26435"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10760"
"2020-10-01 00:00:00","c","2521"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19148"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5797"
"2020-10-01 00:00:00","swift","2749"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5451"
"2020-11-01 00:00:00","c","2899"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18149"
"2020-11-01 00:00:00","java","10284"
"2020-11-01 00:00:00","c#","6798"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","25986"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4739"
"2020-11-01 00:00:00","php","5540"
"2020-11-01 00:00:00","ruby","586"
"2020-11-01 00:00:00","r","5628"
"2020-11-01 00:00:00","swift","2625"
"2020-12-01 00:00:00","delphi","213"
